partition,label
"['speci', 'judg', 'valu', 'would', 'set', 'sever', 'breed', 'fairli', 'establish', 'mani', 'slight', 'differ', 'might', 'inde', 'aris', 'amongst', 'pigeon', 'reject', 'fault', 'deviat', 'standard', 'perfect', 'breed', 'common', 'goo', 'given', 'rise', 'mark', 'varieti', 'henc', 'thoulous', 'common', 'breed', 'differ', 'colour', 'fleet', 'charact', 'late', 'exhibit', 'distinct', 'poultryshow', 'think', 'view', 'explain', 'sometim', 'noticednam', 'know', 'noth', 'origin', 'histori', 'domest', 'breed', 'fact', 'breed', 'like', 'dialect', 'languag', 'hardli', 'said']",b
"['definit', 'origin', 'man', 'preserv', 'breed', 'individu', 'slight', 'deviat', 'structur', 'take', 'care', 'usual', 'match', 'best', 'anim', 'thu', 'improv', 'improv', 'individu', 'slowli', 'spread', 'immedi', 'neighbourhood', 'yet', 'hardli', 'distinct', 'name', 'slightli', 'valu', 'histori', 'disregard', 'improv', 'slow', 'gradual', 'process', 'spread', 'wide', 'get', 'recognis', 'someth', 'distinct', 'valuabl', 'probabl', 'first', 'receiv', 'provinci', 'name', 'semicivilis', 'countri', 'littl', 'free', 'commun', 'spread', 'knowledg', 'new', 'subbre', 'slow', 'process', 'soon', 'point', 'valu', 'new', 'subbre', 'fulli', 'acknowledg', 'principl']",b
"['call', 'unconsci', 'select', 'alway', 'tend', 'perhap', 'one', 'period', 'anoth', 'breed', 'rise', 'fall', 'fashion', 'perhap', 'one', 'district', 'anoth', 'accord', 'state', 'civilis', 'inhabitantsslowli', 'add', 'characterist', 'featur', 'breed', 'whatev', 'may', 'chanc', 'infinit', 'small', 'record', 'preserv', 'slow', 'vari', 'insens', 'chang', 'must', 'say', 'word', 'circumst', 'favour', 'revers', 'man', 'power', 'select', 'high', 'degre', 'variabl', 'obvious', 'favour', 'freeli', 'give', 'materi', 'select', 'work', 'mere', 'individu', 'differ', 'ampli', 'suffici', 'extrem', 'care', 'allow', 'accumul']",b
"['larg', 'amount', 'modif', 'almost', 'desir', 'direct', 'variat', 'manifestli', 'use', 'plea', 'man', 'appear', 'occasion', 'chanc', 'appear', 'much', 'increas', 'larg', 'number', 'individu', 'kept', 'henc', 'come', 'highest', 'import', 'success', 'principl', 'marshal', 'remark', 'respect', 'sheep', 'part', 'yorkshir', 'gener', 'belong', 'poor', 'peopl', 'mostli', '_in', 'small', 'lots_', 'never', 'improv', 'hand', 'nurseryman', 'rais', 'larg', 'stock', 'plant', 'gener', 'far', 'success', 'amateur', 'get', 'new', 'valuabl', 'varieti', 'keep', 'larg', 'number', 'individu', 'speci', 'countri', 'requir', 'speci', 'place', 'favour', 'condit']",b
"['life', 'breed', 'freeli', 'countri', 'individu', 'speci', 'scanti', 'individu', 'whatev', 'qualiti', 'may', 'gener', 'allow', 'breed', 'effectu', 'prevent', 'select', 'probabl', 'import', 'point', 'anim', 'plant', 'highli', 'use', 'man', 'much', 'valu', 'closest', 'attent', 'paid', 'even', 'slightest', 'deviat', 'qualiti', 'structur', 'individu', 'unless', 'attent', 'paid', 'noth', 'effect', 'seen', 'grave', 'remark', 'fortun', 'strawberri', 'began', 'vari', 'garden', 'began', 'attend', 'close', 'plant', 'doubt', 'strawberri', 'alway', 'vari', 'sinc', 'cultiv', 'slight']",b
"['varieti', 'neglect', 'soon', 'howev', 'garden', 'pick', 'individu', 'plant', 'slightli', 'larger', 'earlier', 'better', 'fruit', 'rais', 'seedl', 'pick', 'best', 'seedl', 'bred', 'appear', 'aid', 'cross', 'distinct', 'speci', 'mani', 'admir', 'varieti', 'strawberri', 'rais', 'last', 'thirti', 'forti', 'year', 'case', 'anim', 'separ', 'sex', 'facil', 'prevent', 'cross', 'import', 'element', 'success', 'format', 'new', 'race', 'least', 'countri', 'alreadi', 'stock', 'race', 'respect', 'enclosur', 'land', 'play', 'part', 'wander', 'savag', 'inhabit', 'open', 'plain', 'rare', 'posse', 'one', 'breed', 'speci', 'pigeon', 'mate']",b
"['life', 'great', 'conveni', 'fancier', 'thu', 'mani', 'race', 'may', 'kept', 'true', 'though', 'mingl', 'aviari', 'circumst', 'must', 'larg', 'favour', 'improv', 'format', 'new', 'breed', 'pigeon', 'may', 'add', 'propag', 'great', 'number', 'quick', 'rate', 'inferior', 'bird', 'may', 'freeli', 'reject', 'kill', 'serv', 'food', 'hand', 'cat', 'nocturn', 'rambl', 'habit', 'match', 'although', 'much', 'valu', 'woman', 'child', 'hardli', 'ever', 'see', 'distinct', 'breed', 'kept', 'breed', 'sometim', 'see', 'almost', 'alway', 'import', 'countri', 'often', 'island', 'although', 'doubt', 'domest', 'anim', 'vari', 'le']",b
"['other', 'yet', 'rariti', 'absenc', 'distinct', 'breed', 'cat', 'donkey', 'peacock', 'goo', 'etc', 'may', 'attribut', 'main', 'part', 'select', 'brought', 'play', 'cat', 'difficulti', 'pair', 'donkey', 'kept', 'poor', 'peopl', 'littl', 'attent', 'paid', 'breed', 'peacock', 'easili', 'rear', 'larg', 'stock', 'kept', 'gee', 'valuabl', 'two', 'purpos', 'food', 'feather', 'especi', 'pleasur', 'felt', 'display', 'distinct', 'breed', 'sum', 'origin', 'domest', 'race', 'anim', 'plant', 'believ', 'condit', 'life', 'action', 'reproduct', 'system', 'far']",b
"['highest', 'import', 'caus', 'variabl', 'believ', 'variabl', 'inher', 'necessari', 'conting', 'circumst', 'organ', 'be', 'author', 'thought', 'effect', 'variabl', 'modifi', 'variou', 'degre', 'inherit', 'revers', 'variabl', 'govern', 'mani', 'unknown', 'law', 'especi', 'correl', 'growth', 'someth', 'may', 'attribut', 'direct', 'action', 'condit', 'life', 'someth', 'must', 'attribut', 'use', 'disus', 'final', 'result', 'thu', 'render', 'infinit', 'complex', 'case', 'doubt', 'intercross', 'speci', 'aborigin', 'distinct', 'play', 'import', 'part', 'origin', 'domest', 'product', 'countri', 'sever', 'domest', 'breed', 'establish', 'occasion', 'intercross', 'aid']",b
"['select', 'doubt', 'larg', 'aid', 'format', 'new', 'subbre', 'import', 'cross', 'varieti', 'believ', 'greatli', 'exagger', 'regard', 'anim', 'plant', 'propag', 'seed', 'plant', 'temporarili', 'propag', 'cut', 'bud', 'etc', 'import', 'cross', 'distinct', 'speci', 'varieti', 'immens', 'cultiv', 'quit', 'disregard', 'extrem', 'variabl', 'hybrid', 'mongrel', 'frequent', 'steril', 'hybrid', 'case', 'plant', 'propag', 'seed', 'littl', 'import', 'u', 'endur', 'temporari', 'caus', 'chang', 'convinc', 'accumul', 'action', 'select', 'whether', 'appli', 'method', 'quickli', 'unconsci', 'slowli']",b
"['effici', 'far', 'predomin', 'power', 'chapter', 'ii', 'variat', 'natur', 'variabl', 'individu', 'differ', 'doubt', 'speci', 'wide', 'rang', 'much', 'diffus', 'common', 'speci', 'vari', 'speci', 'larger', 'genus', 'countri', 'vari', 'speci', 'smaller', 'genus', 'mani', 'speci', 'larger', 'genus', 'resembl', 'varieti', 'close', 'unequ', 'relat', 'restrict', 'rang', 'appli', 'principl', 'arriv', 'last', 'chapter', 'organ', 'be', 'state', 'natur', 'must', 'briefli', 'discus', 'whether', 'latter', 'subject', 'variat', 'treat', 'subject', 'properli', 'long', 'catalogu', 'dri', 'fact', 'given', 'shall', 'reserv', 'futur', 'work', 'shall', 'discus']",b
"['variou', 'definit', 'given', 'term', 'speci', 'one', 'definit', 'yet', 'satisfi', 'naturalist', 'yet', 'everi', 'naturalist', 'know', 'vagu', 'mean', 'speak', 'speci', 'gener', 'term', 'includ', 'unknown', 'element', 'distinct', 'act', 'creation', 'term', 'varieti', 'almost', 'equal', 'difficult', 'defin', 'commun', 'descent', 'almost', 'univers', 'impli', 'though', 'rare', 'prove', 'also', 'call', 'monstros', 'graduat', 'varieti', 'monstros', 'presum', 'meant', 'consider', 'deviat', 'structur', 'one', 'part', 'either', 'injuri', 'use', 'speci', 'gener', 'propag', 'author', 'use', 'term', 'variat', 'technic', 'sen', 'impli', 'modif', 'directli', 'due', 'physic', 'condit', 'life']",b
"['variat', 'sen', 'suppos', 'inherit', 'say', 'dwarf', 'condit', 'shell', 'brackish', 'water', 'baltic', 'dwarf', 'plant', 'alpin', 'summit', 'thicker', 'fur', 'anim', 'far', 'northward', 'would', 'case', 'inherit', 'least', 'gener', 'case', 'presum', 'form', 'would', 'call', 'varieti', 'mani', 'slight', 'differ', 'may', 'call', 'individu', 'differ', 'known', 'frequent', 'appear', 'offspr', 'parent', 'may', 'presum', 'thu', 'arisen', 'frequent', 'observ', 'individu', 'speci', 'inhabit', 'confin', 'local', 'one', 'suppos', 'individu', 'speci', 'cast']",b
"['mould', 'individu', 'differ', 'highli', 'import', 'u', 'afford', 'materi', 'natur', 'select', 'accumul', 'manner', 'man', 'accumul', 'given', 'direct', 'individu', 'differ', 'domest', 'product', 'individu', 'differ', 'gener', 'affect', 'naturalist', 'consid', 'unimport', 'part', 'could', 'show', 'long', 'catalogu', 'fact', 'part', 'must', 'call', 'import', 'whether', 'view', 'physiolog', 'classificatori', 'point', 'view', 'sometim', 'vari', 'individu', 'speci', 'convinc', 'experienc', 'naturalist', 'would', 'surpris', 'number', 'case', 'variabl', 'even', 'import', 'part', 'structur', 'could', 'collect', 'good', 'author', 'collect', 'cours', 'year', 'rememb', 'systematist', 'far', 'plea']",b
"['find', 'variabl', 'import', 'charact', 'mani', 'men', 'labori', 'examin', 'intern', 'import', 'organ', 'compar', 'mani', 'specimen', 'speci', 'never', 'expect', 'branch', 'main', 'nerv', 'close', 'great', 'central', 'ganglion', 'insect', 'would', 'variabl', 'speci', 'expect', 'chang', 'natur', 'could', 'effect', 'slow', 'degre', 'yet', 'quit', 'recent', 'mr', 'lubbock', 'shown', 'degre', 'variabl', 'main', 'nerv', 'coccu', 'may', 'almost', 'compar', 'irregular', 'branch', 'stem', 'tree', 'philosoph', 'naturalist', 'may', 'add', 'also', 'quit', 'recent', 'shown', 'muscl', 'larvæ', 'certain', 'insect', 'far', 'uniform', 'author', 'sometim', 'argu', 'circl']",b
"['state', 'import', 'organ', 'never', 'vari', 'author', 'practic', 'rank', 'charact', 'import', 'naturalist', 'honestli', 'confess', 'vari', 'point', 'view', 'instanc', 'import', 'part', 'vari', 'ever', 'found', 'point', 'view', 'mani', 'instanc', 'assuredli', 'given', 'one', 'point', 'connect', 'individu', 'differ', 'seem', 'extrem', 'perplex', 'refer', 'genus', 'sometim', 'call', 'protean', 'polymorph', 'speci', 'present', 'inordin', 'amount', 'variat', 'hardli', 'two', 'naturalist', 'agre', 'form', 'rank', 'speci', 'varieti', 'may', 'instanc', 'rubu', 'rosa', 'hieracium', 'amongst', 'plant', 'sever', 'genus', 'insect', 'sever', 'genus']",b
"['brachiopod', 'shell', 'polymorph', 'genus', 'speci', 'fix', 'definit', 'charact', 'genus', 'polymorph', 'one', 'countri', 'seem', 'except', 'polymorph', 'countri', 'likewis', 'judg', 'brachiopod', 'shell', 'former', 'period', 'time', 'fact', 'seem', 'perplex', 'seem', 'show', 'kind', 'variabl', 'independ', 'condit', 'life', 'inclin', 'suspect', 'see', 'polymorph', 'genus', 'variat', 'point', 'structur', 'servic', 'disservic', 'speci', 'consequ', 'seiz', 'render', 'definit', 'natur', 'select', 'hereaft', 'explain', 'form', 'posse', 'consider', 'degre', 'charact', 'speci', 'close', 'similar', 'form']",b
"['close', 'link', 'intermedi', 'gradat', 'naturalist', 'like', 'rank', 'distinct', 'speci', 'sever', 'respect', 'import', 'u', 'everi', 'reason', 'believ', 'mani', 'doubt', 'closely', 'form', 'perman', 'retain', 'charact', 'countri', 'long', 'time', 'long', 'far', 'know', 'good', 'true', 'speci', 'practic', 'naturalist', 'unit', 'two', 'form', 'togeth', 'other', 'intermedi', 'charact', 'treat', 'one', 'varieti', 'rank', 'common', 'sometim', 'one', 'first', 'describ', 'speci', 'varieti', 'case', 'great', 'difficulti', 'enumer', 'sometim', 'occur', 'decid', 'whether']",b
"['rank', 'one', 'form', 'varieti', 'anoth', 'even', 'close', 'connect', 'intermedi', 'link', 'commonlyassum', 'hybrid', 'natur', 'intermedi', 'link', 'alway', 'remov', 'difficulti', 'mani', 'case', 'howev', 'one', 'form', 'rank', 'varieti', 'anoth', 'intermedi', 'link', 'actual', 'found', 'analog', 'lead', 'observ', 'suppos', 'either', 'somewher', 'exist', 'may', 'formerli', 'exist', 'wide', 'door', 'entri', 'doubt', 'conjectur', 'open', 'henc', 'determin', 'whether', 'form', 'rank', 'speci', 'varieti', 'opinion', 'naturalist', 'sound', 'judgment', 'wide', 'experi', 'seem', 'guid', 'follow', 'must', 'howev', 'mani', 'case', 'decid', 'major', 'naturalist']",b
"['wellmark', 'wellknown', 'varieti', 'name', 'rank', 'speci', 'least', 'compet', 'judg', 'varieti', 'doubt', 'natur', 'far', 'uncommon', 'disput', 'compar', 'sever', 'flora', 'great', 'britain', 'franc', 'unit', 'state', 'drawn', 'differ', 'botanist', 'see', 'surpris', 'number', 'form', 'rank', 'one', 'botanist', 'good', 'speci', 'anoth', 'mere', 'varieti', 'mr', 'h', 'c', 'watson', 'lie', 'deep', 'oblig', 'assist', 'kind', 'mark', '182', 'british', 'plant', 'gener', 'consid', 'varieti', 'rank', 'botanist', 'speci', 'make', 'list', 'omit', 'mani', 'trifl', 'varieti', 'nevertheless', 'rank', 'botanist', 'speci']",b
"['entir', 'omit', 'sever', 'highli', 'polymorph', 'genus', 'genus', 'includ', 'polymorph', 'form', 'mr', 'babington', 'give', '251', 'speci', 'wherea', 'mr', 'bentham', 'give', '112', 'differ', '139', 'doubt', 'form', 'amongst', 'anim', 'unit', 'birth', 'highli', 'locomot', 'doubt', 'form', 'rank', 'one', 'zoologist', 'speci', 'anoth', 'varieti', 'rare', 'found', 'within', 'countri', 'common', 'separ', 'area', 'mani', 'bird', 'insect', 'north', 'america', 'europ', 'differ', 'slightli', 'rank', 'one', 'emin', 'naturalist', 'undoubt', 'speci', 'anoth', 'varieti', 'often', 'call', 'geograph', 'race', 'mani', 'year', 'ago', 'compar', 'see', 'other', 'compar']",b
"['bird', 'separ', 'island', 'galapago', 'archipelago', 'one', 'anoth', 'american', 'mainland', 'much', 'struck', 'entir', 'vagu', 'arbitrari', 'distinct', 'speci', 'varieti', 'islet', 'littl', 'madeira', 'group', 'mani', 'insect', 'character', 'varieti', 'mr', 'wollaston', 'admir', 'work', 'doubt', 'would', 'rank', 'distinct', 'speci', 'mani', 'entomologist', 'even', 'ireland', 'anim', 'gener', 'regard', 'varieti', 'rank', 'speci', 'zoologist', 'sever', 'experienc', 'ornithologist', 'consid', 'british', 'red', 'grous', 'stronglymark', 'race', 'norwegian', 'speci', 'wherea', 'greater', 'number', 'rank', 'undoubt', 'speci', 'peculiar', 'great', 'britain', 'wide', 'distanc', 'home', 'two', 'doubt', 'form']",b
"['lead', 'mani', 'naturalist', 'rank', 'distinct', 'speci', 'distanc', 'well', 'ask', 'suffic', 'america', 'europ', 'ampl', 'contin', 'azor', 'madeira', 'canari', 'ireland', 'suffici', 'must', 'admit', 'mani', 'form', 'consid', 'highlycompet', 'judg', 'varieti', 'perfectli', 'charact', 'speci', 'rank', 'highlycompet', 'judg', 'good', 'true', 'speci', 'discus', 'whether', 'rightli', 'call', 'speci', 'varieti', 'definit', 'term', 'gener', 'accept', 'vainli', 'beat', 'air', 'mani', 'case', 'stronglymark', 'varieti', 'doubt', 'speci', 'well', 'deserv', 'consider', 'sever', 'interest', 'line', 'argument', 'geograph', 'distribut', 'analog', 'variat', 'hybrid']",b
"['etc', 'brought', 'bear', 'attempt', 'determin', 'rank', 'give', 'singl', 'instanc', 'wellknown', 'one', 'primros', 'cowslip', 'primula', 'veri', 'elatior', 'plant', 'differ', 'consider', 'appear', 'differ', 'flavour', 'emit', 'differ', 'odour', 'flower', 'slightli', 'differ', 'period', 'grow', 'somewhat', 'differ', 'station', 'ascend', 'mountain', 'differ', 'height', 'differ', 'geograph', 'rang', 'lastli', 'accord', 'numer', 'experi', 'made', 'sever', 'year', 'care', 'observ', 'gärtner', 'cross', 'much', 'difficulti', 'could', 'hardli', 'wish', 'better', 'evid', 'two', 'form', 'specif', 'distinct', 'hand', 'unit', 'mani', 'intermedi', 'link', 'doubt', 'whether', 'link', 'hybrid']",b
"['seem', 'overwhelm', 'amount', 'experiment', 'evid', 'show', 'descend', 'common', 'parent', 'consequ', 'must', 'rank', 'varieti', 'close', 'investig', 'case', 'bring', 'naturalist', 'agreement', 'rank', 'doubt', 'form', 'yet', 'must', 'confess', 'bestknown', 'countri', 'find', 'greatest', 'number', 'form', 'doubt', 'valu', 'struck', 'fact', 'anim', 'plant', 'state', 'natur', 'highli', 'use', 'man', 'caus', 'close', 'attract', 'attent', 'varieti', 'almost', 'univers', 'found', 'record', 'varieti', 'moreov', 'often', 'rank', 'author', 'speci', 'look', 'common', 'oak', 'close', 'studi']",b
"['yet', 'german', 'author', 'make', 'dozen', 'speci', 'form', 'gener', 'consid', 'varieti', 'countri', 'highest', 'botan', 'author', 'practic', 'men', 'quot', 'show', 'sessil', 'peduncul', 'oak', 'either', 'good', 'distinct', 'speci', 'mere', 'varieti', 'young', 'naturalist', 'commenc', 'studi', 'group', 'organ', 'quit', 'unknown', 'first', 'much', 'perplex', 'determin', 'differ', 'consid', 'specif', 'varieti', 'know', 'noth', 'amount', 'kind', 'variat', 'group', 'subject', 'show', 'least', 'gener', 'variat', 'confin', 'attent', 'one', 'class', 'within', 'one', 'countri', 'soon', 'make', 'mind', 'rank']",b
"['doubt', 'form', 'gener', 'tendenc', 'make', 'mani', 'speci', 'becom', 'impress', 'like', 'pigeon', 'poultryfanci', 'allud', 'amount', 'differ', 'form', 'continu', 'studi', 'littl', 'gener', 'knowledg', 'analog', 'variat', 'group', 'countri', 'correct', 'first', 'impress', 'extend', 'rang', 'observ', 'meet', 'case', 'difficulti', 'encount', 'greater', 'number', 'closely', 'form', 'observ', 'wide', 'extend', 'end', 'gener', 'enabl', 'make', 'mind', 'call', 'varieti', 'speci', 'succeed', 'expens', 'admit', 'much', 'variat', 'truth', 'admiss', 'often']",b
"['disput', 'naturalist', 'moreov', 'come', 'studi', 'alli', 'form', 'brought', 'countri', 'continu', 'case', 'hardli', 'hope', 'find', 'intermedi', 'link', 'doubt', 'form', 'trust', 'almost', 'entir', 'analog', 'difficulti', 'rise', 'climax', 'certainli', 'clear', 'line', 'demarc', 'yet', 'drawn', 'speci', 'subspeciesthat', 'form', 'opinion', 'naturalist', 'come', 'near', 'quit', 'arriv', 'rank', 'speci', 'subspeci', 'wellmark', 'varieti', 'lesser', 'varieti', 'individu', 'differ', 'differ', 'blend', 'insens', 'seri', 'seri', 'impress', 'mind', 'idea', 'actual', 'passag', 'henc', 'look', 'individu', 'differ']",b
"['though', 'small', 'interest', 'systematist', 'high', 'import', 'u', 'first', 'step', 'toward', 'slight', 'varieti', 'bare', 'thought', 'worth', 'record', 'work', 'natur', 'histori', 'look', 'varieti', 'degre', 'distinct', 'perman', 'step', 'lead', 'strongli', 'mark', 'perman', 'varieti', 'latter', 'lead', 'subspeci', 'speci', 'passag', 'one', 'stage', 'differ', 'anoth', 'higher', 'stage', 'may', 'case', 'due', 'mere', 'longcontinu', 'action', 'differ', 'physic', 'condit', 'two', 'differ', 'region', 'much', 'faith', 'view', 'attribut', 'passag', 'varieti', 'state', 'differ', 'slightli', 'parent', 'one', 'differ']",b
"['action', 'natur', 'select', 'accumul', 'hereaft', 'fulli', 'explain', 'differ', 'structur', 'certain', 'definit', 'direct', 'henc', 'believ', 'wellmark', 'varieti', 'may', 'justli', 'call', 'incipi', 'speci', 'whether', 'belief', 'justifi', 'must', 'judg', 'gener', 'weight', 'sever', 'fact', 'view', 'given', 'throughout', 'work', 'need', 'suppos', 'varieti', 'incipi', 'speci', 'necessarili', 'attain', 'rank', 'speci', 'may', 'whilst', 'incipi', 'state', 'becom', 'extinct', 'may', 'endur', 'varieti', 'long', 'period', 'shown', 'case', 'mr', 'wollaston', 'varieti', 'certain', 'fossil', 'landshel', 'madeira', 'varieti', 'flourish', 'exceed', 'number', 'parent', 'speci', 'would', 'rank', 'speci']",b
"['speci', 'varieti', 'might', 'come', 'supplant', 'extermin', 'parent', 'speci', 'might', 'coexist', 'rank', 'independ', 'speci', 'shall', 'hereaft', 'return', 'subject', 'remark', 'seen', 'look', 'term', 'speci', 'one', 'arbitrarili', 'given', 'sake', 'conveni', 'set', 'individu', 'close', 'resembl', 'essenti', 'differ', 'term', 'varieti', 'given', 'le', 'distinct', 'fluctuat', 'form', 'term', 'varieti', 'comparison', 'mere', 'individu', 'differ', 'also', 'appli', 'arbitrarili', 'mere', 'conveni', 'sake', 'guid', 'theoret', 'consider', 'thought', 'interest', 'result', 'might', 'obtain', 'regard', 'natur', 'relat', 'speci', 'vari']",b
"['tabul', 'varieti', 'sever', 'wellwork', 'flora', 'first', 'seem', 'simpl', 'task', 'mr', 'h', 'c', 'watson', 'much', 'indebt', 'valuabl', 'advic', 'assist', 'subject', 'soon', 'convinc', 'mani', 'difficulti', 'subsequ', 'dr', 'hooker', 'even', 'stronger', 'term', 'shall', 'reserv', 'futur', 'work', 'discus', 'difficulti', 'tabl', 'proport', 'number', 'vari', 'speci', 'dr', 'hooker', 'permit', 'add', 'care', 'read', 'manuscript', 'examin', 'tabl', 'think', 'follow', 'statement', 'fairli', 'well', 'establish', 'whole', 'subject', 'howev', 'treat', 'necessarili', 'much', 'breviti', 'rather', 'perplex', 'allus', 'avoid', 'struggl', 'exist']",b
"['diverg', 'charact', 'question', 'hereaft', 'discus', 'alph', 'de', 'candol', 'other', 'shown', 'plant', 'wide', 'rang', 'gener', 'present', 'varieti', 'might', 'expect', 'becom', 'expo', 'diver', 'physic', 'condit', 'come', 'competit', 'shall', 'hereaft', 'see', 'far', 'import', 'circumst', 'differ', 'set', 'organ', 'be', 'tabl', 'show', 'limit', 'countri', 'speci', 'common', 'abound', 'individu', 'speci', 'wide', 'diffus', 'within', 'countri', 'differ', 'consider', 'wide', 'rang', 'certain', 'extent', 'common', 'often', 'give', 'rise', 'varieti', 'suffici', 'wellmark', 'record', 'botan', 'work']",b
"['henc', 'flourish', 'may', 'call', 'domin', 'speci', 'rang', 'wide', 'world', 'diffus', 'countri', 'numer', 'individu', 'oftenest', 'produc', 'wellmark', 'varieti', 'consid', 'incipi', 'speci', 'perhap', 'might', 'anticip', 'varieti', 'order', 'becom', 'degre', 'perman', 'necessarili', 'struggl', 'inhabit', 'countri', 'speci', 'alreadi', 'domin', 'like', 'yield', 'offspr', 'though', 'slight', 'degre', 'modifi', 'still', 'inherit', 'advantag', 'enabl', 'parent', 'becom', 'domin', 'compatriot', 'plant', 'inhabit', 'countri', 'describ', 'flora', 'divid']",b
"['two', 'equal', 'mass', 'larger', 'genus', 'place', 'one', 'side', 'smaller', 'genus', 'side', 'somewhat', 'larger', 'number', 'common', 'much', 'diffus', 'domin', 'speci', 'found', 'side', 'larger', 'genus', 'might', 'anticip', 'mere', 'fact', 'mani', 'speci', 'genu', 'inhabit', 'countri', 'show', 'someth', 'organ', 'inorgan', 'condit', 'countri', 'favour', 'genu', 'consequ', 'might', 'expect', 'found', 'larger', 'genus', 'includ', 'mani', 'speci', 'larg', 'proport', 'number', 'domin', 'speci', 'mani', 'caus', 'tend', 'obscur', 'result', 'surpris', 'tabl', 'show', 'even', 'small', 'major']",b
"['side', 'larger', 'genus', 'allud', 'two', 'caus', 'obscur', 'freshwat', 'saltlov', 'plant', 'gener', 'wide', 'rang', 'much', 'diffus', 'seem', 'connect', 'natur', 'station', 'inhabit', 'littl', 'relat', 'size', 'genus', 'speci', 'belong', 'plant', 'low', 'scale', 'organis', 'gener', 'much', 'wide', 'diffus', 'plant', 'higher', 'scale', 'close', 'relat', 'size', 'genus', 'caus', 'lowlyorganis', 'plant', 'rang', 'wide', 'discus', 'chapter', 'geograph', 'distribut', 'look', 'speci', 'stronglymark', 'welldefin', 'varieti', 'led', 'anticip', 'speci', 'larger', 'genus', 'countri', 'would', 'often', 'present', 'varieti']",b
"['speci', 'smaller', 'genus', 'wherev', 'mani', 'close', 'relat', 'speci', '_ie_', 'speci', 'genu', 'form', 'mani', 'varieti', 'incipi', 'speci', 'ought', 'gener', 'rule', 'form', 'mani', 'larg', 'tree', 'grow', 'expect', 'find', 'sapl', 'mani', 'speci', 'genu', 'form', 'variat', 'circumst', 'favour', 'variat', 'henc', 'might', 'expect', 'circumst', 'would', 'gener', 'still', 'favour', 'variat', 'hand', 'look', 'speci', 'special', 'act', 'creation', 'appar', 'reason', 'varieti', 'occur', 'group', 'mani', 'speci', 'one', 'test', 'truth', 'anticip', 'arrang', 'plant', 'twelv', 'countri', 'coleopter']",b
"['insect', 'two', 'district', 'two', 'nearli', 'equal', 'mass', 'speci', 'larger', 'genus', 'one', 'side', 'smaller', 'genus', 'side', 'invari', 'prove', 'case', 'larger', 'proport', 'speci', 'side', 'larger', 'genus', 'present', 'varieti', 'side', 'smaller', 'genus', 'moreov', 'speci', 'larg', 'genus', 'present', 'varieti', 'invari', 'present', 'larger', 'averag', 'number', 'varieti', 'speci', 'small', 'genus', 'result', 'follow', 'anoth', 'divis', 'made', 'smallest', 'genus', 'one', 'four', 'speci', 'absolut', 'exclud', 'tabl', 'fact', 'plain', 'signif', 'view', 'speci', 'strongli', 'mark', 'perman', 'varieti', 'wherev']",b
"['mani', 'speci', 'genu', 'form', 'may', 'use', 'express', 'manufactori', 'speci', 'activ', 'ought', 'gener', 'find', 'manufactori', 'still', 'action', 'especi', 'everi', 'reason', 'believ', 'process', 'manufactur', 'new', 'speci', 'slow', 'one', 'certainli', 'case', 'varieti', 'look', 'incipi', 'speci', 'tabl', 'clearli', 'show', 'gener', 'rule', 'wherev', 'mani', 'speci', 'genu', 'form', 'speci', 'genu', 'present', 'number', 'varieti', 'incipi', 'speci', 'beyond', 'averag', 'larg', 'genus', 'vari', 'much', 'thu', 'increas', 'number', 'speci', 'small', 'genus', 'vari']",b
"['increas', 'would', 'fatal', 'theori', 'inasmuch', 'geolog', 'plainli', 'tell', 'u', 'small', 'genus', 'lap', 'time', 'often', 'increas', 'greatli', 'size', 'larg', 'genus', 'often', 'come', 'maximum', 'declin', 'disappear', 'want', 'show', 'mani', 'speci', 'genu', 'form', 'averag', 'mani', 'still', 'form', 'hold', 'good', 'relat', 'speci', 'larg', 'genus', 'record', 'varieti', 'deserv', 'notic', 'seen', 'infal', 'criterion', 'distinguish', 'speci', 'wellmark', 'varieti', 'case', 'intermedi', 'link', 'found', 'doubt', 'form', 'naturalist', 'compel', 'come', 'determin', 'amount']",b
"['differ', 'judg', 'analog', 'whether', 'amount', 'suffic', 'rais', 'one', 'rank', 'speci', 'henc', 'amount', 'differ', 'one', 'import', 'criterion', 'settl', 'whether', 'two', 'form', 'rank', 'speci', 'varieti', 'fri', 'remark', 'regard', 'plant', 'westwood', 'regard', 'insect', 'larg', 'genus', 'amount', 'differ', 'speci', 'often', 'exceedingli', 'small', 'endeavour', 'test', 'numer', 'averag', 'far', 'imperfect', 'result', 'go', 'alway', 'confirm', 'view', 'also', 'consult', 'sagaci', 'experienc', 'observ', 'deliber', 'concur', 'view', 'respect', 'therefor', 'speci', 'larger', 'genus', 'resembl', 'varieti', 'speci']",b
